line,status,skipped,licensed,access_franchise,access_property,access_product_line,release_year,wave,item_name,normalized_franchise,normalized_property,normalized_product_line,normalized_item
2313,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,Aerial Assault Michael Angelo and Elite Foot,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,Aerial Assault Michael Angelo and Elite Foot
2314,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,Aerial Assault Raphael and Hun,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,Aerial Assault Raphael and Hun
2315,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,Don's Secret Surveilance Lab,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,Don's Secret Surveilance Lab
2316,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,Exoskeleton Donatello,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,Exoskeleton Donatello
2317,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,Exoskeleton Leonardo,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,Exoskeleton Leonardo
2318,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,Exoskeleton Michael Angelo,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,Exoskeleton Michael Angelo
2319,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,Exoskeleton Raphael,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,Exoskeleton Raphael
2320,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,Exoskeleton Shredder,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,Exoskeleton Shredder
2321,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,Extreme Sports Donatello vs. Baxter Stockman,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,Extreme Sports Donatello vs. Baxter Stockman
2322,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,Extreme Sports Leonardo vs. Jammerhead,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,Extreme Sports Leonardo vs. Jammerhead
2323,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,Extreme Sports Michael Angelo vs. Foot Elite,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,Extreme Sports Michael Angelo vs. Foot Elite
2324,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,Extreme Sports Raphael vs. Shredder,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,Extreme Sports Raphael vs. Shredder
2325,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,Leo vs. Raptor,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,Leo vs. Raptor
2326,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,Mike's Kickin' Crash Pad,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,Mike's Kickin' Crash Pad
2327,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,S.W.A.T. Don vs. Hun,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,S.W.A.T. Don vs. Hun
2328,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,S.W.A.T. Leo vs. Shredder,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,S.W.A.T. Leo vs. Shredder
2329,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,S.W.A.T. Mike vs. Rat King,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,S.W.A.T. Mike vs. Rat King
2330,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,S.W.A.T. Raph vs. Foot Soldier,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,S.W.A.T. Raph vs. Foot Soldier
2331,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Movie Line,2009,Wave 4,Shell Copter,Teenage Mutant Ninja Turtles,TMNT (2007 Film),TMNT Movie Line,Shell Copter
2447,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,April O'Neil,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,April O'Neil
2448,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Battle Shell: Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Battle Shell: Donatello
2449,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Battle Shell: Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Battle Shell: Leonardo
2450,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Battle Shell: Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Battle Shell: Michael Angelo
2451,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Battle Shell: Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Battle Shell: Raphael
2452,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Classic Collection: Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Classic Collection: Donatello
2453,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Classic Collection: Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Classic Collection: Leonardo
2454,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Classic Collection: Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Classic Collection: Michael Angelo
2455,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Classic Collection: Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Classic Collection: Raphael
2456,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Dogpound,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Dogpound
2457,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Donatello
2458,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Dragon Chopper,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Dragon Chopper
2459,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Fishface,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Fishface
2460,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Foot Soldier,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Foot Soldier
2461,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Kraang,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Kraang
2462,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Leonardo
2463,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Leonardo's Electronic Stealth Sword,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Leonardo's Electronic Stealth Sword
2464,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Metalhead,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Metalhead
2465,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Michael Angelo
2466,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Nickelodeon Power Sound FX: Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Nickelodeon Power Sound FX: Donatello
2467,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Nickelodeon Power Sound FX: Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Nickelodeon Power Sound FX: Leonardo
2468,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Nickelodeon Power Sound FX: Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Nickelodeon Power Sound FX: Michael Angelo
2469,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Nickelodeon Power Sound FX: Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Nickelodeon Power Sound FX: Raphael
2470,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Nickelodeon Power Sound FX: Shredder,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Nickelodeon Power Sound FX: Shredder
2471,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Night Shadow Leonardo (SDCC),Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Night Shadow Leonardo (SDCC)
2472,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Ninja Combat Gear: Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Ninja Combat Gear: Donatello
2473,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Ninja Combat Gear: Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Ninja Combat Gear: Leonardo
2474,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Ninja Combat Gear: Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Ninja Combat Gear: Michael Angelo
2475,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Ninja Combat Gear: Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Ninja Combat Gear: Raphael
2476,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Ninja Stealth Bike,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Ninja Stealth Bike
2477,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Raphael
2478,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Rippin Rider,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Rippin Rider
2479,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Secret Sewer Layer (Version 1),Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Secret Sewer Layer (Version 1)
2480,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Sewer Spittin Skateboard and Stunt Ramp,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Sewer Spittin Skateboard and Stunt Ramp
2481,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Shell Raiser,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Shell Raiser
2482,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Shredder,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Shredder
2483,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2012,Wave 1,Splinter,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Splinter
2518,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Anchovy Alley,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Anchovy Alley
2519,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Battle Shell Donatello (Reg),Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Battle Shell Donatello (Reg)
2520,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Battle Shell Leonardo (Reg),Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Battle Shell Leonardo (Reg)
2521,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Battle Shell Michael Angelo (Reg),Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Battle Shell Michael Angelo (Reg)
2522,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Battle Shell Raphael (Reg),Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Battle Shell Raphael (Reg)
2523,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Baxter Stockman,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Baxter Stockman
2524,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Classic Collection Bebop,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Classic Collection Bebop
2525,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Classic Collection Rocksteady,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Classic Collection Rocksteady
2526,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Classic Collection Shredder,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Classic Collection Shredder
2527,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Classic Collection Splinter,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Classic Collection Splinter
2528,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Classic Collection: M.E.C.H. Wrekkers Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Classic Collection: M.E.C.H. Wrekkers Leonardo
2529,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Classic Collection: M.E.C.H. Wrekkers Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Classic Collection: M.E.C.H. Wrekkers Raphael
2530,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Classic Collection: Party Wagon,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Classic Collection: Party Wagon
2531,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Cockroach Terminator,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Cockroach Terminator
2532,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Combat Shell Ultimate Ninja Turtle Pack Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Combat Shell Ultimate Ninja Turtle Pack Leonardo
2533,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Combat Shell Ultimate Ninja Turtle Pack Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Combat Shell Ultimate Ninja Turtle Pack Raphael
2534,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,ComicCon Shredder,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,ComicCon Shredder
2535,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Dojo Foam Weapons Donatello's Bow Staff with Blade,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Dojo Foam Weapons Donatello's Bow Staff with Blade
2536,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Dojo Foam Weapons Leonardo's Katana Sword,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Dojo Foam Weapons Leonardo's Katana Sword
2537,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Dojo Foam Weapons Michael Angelo's Nunchucks,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Dojo Foam Weapons Michael Angelo's Nunchucks
2538,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Dojo Foam Weapons Raphael's Sais,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Dojo Foam Weapons Raphael's Sais
2539,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Donatello Deluxe Mask,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Donatello Deluxe Mask
2540,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Drop Copter,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Drop Copter
2541,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Flingers Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Flingers Donatello
2542,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Flingers Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Flingers Leonardo
2543,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Flingers Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Flingers Michael Angelo
2544,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Flingers Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Flingers Raphael
2545,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Giant Ninja in Training Donatello,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Giant Ninja in Training Donatello
2546,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Giant Ninja in Training Leonardo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Giant Ninja in Training Leonardo
2547,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Giant Ninja in Training Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Giant Ninja in Training Michael Angelo
2548,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Giant Ninja in Training Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Giant Ninja in Training Raphael
2549,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Hover Drome,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Hover Drome
2550,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Inflatable Training Bag,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Inflatable Training Bag
2551,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Inflatable Training Hands,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Inflatable Training Hands
2552,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Interactive Turtle-Com,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Interactive Turtle-Com
2553,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Leatherhead,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Leatherhead
2554,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Leo and Donnie's Patrol Buggies,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Leo and Donnie's Patrol Buggies
2555,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Leonardo Deluxe Mask,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Leonardo Deluxe Mask
2556,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,M.O.U.S.E.R.S.,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,M.O.U.S.E.R.S.
2557,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,Michael Angelo Deluxe Mask,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,Michael Angelo Deluxe Mask
2558,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2012 Nick,2013,Wave 2,MMX Cycle,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (2012),2012 Nick,MMX Cycle
